Date,High,Low,Open,Close,Volume,Adj Close
2014-12-31,90.25,88.0,88.98999786376953,88.02999877929688,21100.0,85.48522186279297
2015-01-02,90.0999984741211,86.9000015258789,88.79000091552734,89.87000274658203,30300.0,87.27203369140625
2015-01-05,90.02999877929688,88.37000274658203,89.06999969482422,89.19999694824219,13600.0,86.62139892578125
2015-01-06,89.62999725341797,88.0,89.19999694824219,88.58999633789062,11800.0,86.029052734375
2015-01-07,89.48999786376953,88.0,89.37000274658203,89.12999725341797,13000.0,86.5534439086914
2015-01-08,90.19999694824219,88.1500015258789,89.37999725341797,90.18000030517578,12400.0,87.57305145263672
2015-01-09,90.25,88.44000244140625,89.80999755859375,90.22000122070312,17700.0,87.6119384765625
2015-01-12,90.79000091552734,89.52999877929688,89.6500015258789,90.2300033569336,9900.0,87.62162780761719
2015-01-13,91.55999755859375,90.0,90.7699966430664,91.30000305175781,12800.0,88.66069793701172
2015-01-14,91.5999984741211,89.4800033569336,90.3499984741211,91.5999984741211,10200.0,88.95203399658203
2015-01-15,93.88999938964844,90.62000274658203,92.30000305175781,93.86000061035156,23400.0,91.1467056274414
2015-01-16,95.98999786376953,92.41999816894531,93.41000366210938,95.98999786376953,32900.0,93.21511840820312
2015-01-20,99.08000183105469,94.83999633789062,95.41999816894531,98.47000122070312,19100.0,95.62342071533203
2015-01-21,99.52999877929688,98.0,98.69999694824219,99.4000015258789,17700.0,96.52655029296875
2015-01-22,102.88999938964844,98.87999725341797,99.5,102.8499984741211,12300.0,99.87678527832031
2015-01-23,104.80000305175781,100.4800033569336,102.25,104.01000213623047,42300.0,101.00328826904297
2015-01-26,105.69999694824219,100.31999969482422,104.86000061035156,105.06999969482422,19700.0,102.03264617919922
2015-01-27,105.0,102.16999816894531,105.0,103.93000030517578,28200.0,100.92560577392578
2015-01-28,104.52999877929688,99.45999908447266,103.51000213623047,101.02999877929688,23900.0,98.3459701538086
2015-01-29,101.54000091552734,97.62999725341797,100.97000122070312,98.69000244140625,33800.0,96.06816101074219
2015-01-30,100.13999938964844,96.36000061035156,97.69999694824219,97.54000091552734,28500.0,94.94871520996094
2015-02-02,98.0999984741211,95.95999908447266,97.0,97.27999877929688,28900.0,94.69563293457031
2015-02-03,99.58999633789062,96.38999938964844,97.91999816894531,98.54000091552734,26100.0,95.9221420288086
2015-02-04,102.5199966430664,98.16000366210938,99.0,101.58000183105469,31700.0,98.88137817382812
